-0.051151,-0.114537,0.013644,0.097941,0.109512,0.057995,0.102023,-0.108749,-0.001848,-0.113965
0.016399,0.011849,0.029343,-0.075696,0.082574,0.123470,0.031088,-0.077662,0.051727,-0.055863
0.120369,-0.113031,-0.079310,-0.064718,0.187009,-0.059521,-0.067981,0.021999,-0.089662,-0.022160
-0.010917,-0.019422,-0.039392,0.148524,-0.085343,-0.047267,0.090267,-0.105760,0.006671,-0.038716
-0.031892,0.018468,-0.009469,0.018534,-0.013630,-0.015885,-0.075742,0.105334,0.148933,0.033907
0.091176,0.089592,0.082282,0.012898,0.018078,0.066161,0.023535,0.105475,-0.075488,0.020877
-0.039833,-0.023958,0.004476,-0.183006,-0.119638,-0.127344,-0.180575,0.111147,-0.095660,0.118599
0.152024,-0.052750,0.051735,-0.015792,-0.033118,-0.034760,-0.013032,-0.062311,0.040829,-0.024273
-0.064118,0.191775,-0.072858,0.122580,0.116869,-0.054128,0.074843,-0.040231,0.154798,-0.007719
-0.122301,-0.104565,-0.059469,-0.051735,0.043578,-0.042083,-0.056019,-0.019221,-0.084460,-0.182473
0.069160,0.090970,-0.076332,0.054610,-0.130196,-0.056074,0.135939,-0.093747,0.145054,0.009122
0.014651,0.170587,0.085587,0.177793,0.082938,0.028684,-0.047545,-0.112914,-0.022053,-0.041469
-0.035291,0.095644,0.042972,-0.150016,-0.146394,-0.166300,0.019543,0.123463,0.023256,-0.186318
-0.066100,-0.112841,-0.128201,0.004322,-0.003989,0.128516,0.110589,-0.135180,0.101902,-0.113337
0.054276,-0.042224,0.083478,-0.063434,-0.011282,0.124596,0.106037,0.074726,-0.134037,0.013893
-0.011995,-0.008088,-0.029675,0.090338,-0.078265,0.009754,-0.059950,0.085165,0.105687,0.097827
0.033677,0.146029,0.133399,0.029994,-0.012189,0.061245,0.093739,0.080136,0.078364,0.181574
0.069797,0.024123,0.118161,-0.021640,-0.024320,-0.115998,-0.004536,0.024938,0.061568,-0.035681
0.119423,-0.083652,-0.095095,0.072282,0.166874,0.087901,0.011627,0.000205,0.031759,0.134051
-0.036700,0.097950,-0.067900,-0.059932,-0.098588,0.186711,-0.025499,0.059245,-0.080305,0.065248
-0.093730,-0.001951,-0.151647,-0.183107,0.054935,0.053676,0.098455,0.060847,0.002338,-0.086180
0.047251,0.025903,0.169513,-0.133295,-0.007675,0.156397,-0.114295,0.043493,0.068658,-0.009954
0.013008,-0.000838,0.036618,-0.043855,0.070144,-0.002247,-0.108729,0.117866,0.161735,0.019207
0.095149,0.036030,-0.004091,0.037503,0.066319,-0.036293,0.187303,-0.071337,-0.132480,-0.137276
-0.075954,0.065831,-0.096821,-0.058891,0.040653,-0.046930,0.152239,-0.084754,-0.100098,0.018785
-0.044313,0.041424,0.032912,0.047497,-0.024879,0.061995,0.008498,-0.091456,0.053149,-0.063150
0.180547,-0.109665,-0.065489,-0.098771,0.072168,-0.007621,0.108101,-0.086419,-0.190371,-0.070578
0.132186,-0.089057,0.071222,-0.079549,0.181121,-0.046264,-0.051733,-0.050027,0.046786,0.041210
-0.035441,-0.036878,-0.020028,-0.103866,0.150342,-0.034308,-0.004963,0.047393,0.158093,-0.154559
0.058509,0.192324,0.066839,-0.009099,-0.119557,0.183998,-0.144516,-0.052930,-0.121857,-0.106627
0.014830,-0.009899,0.021870,-0.034246,0.108292,0.082971,-0.001384,0.006747,0.029495,-0.052951
-0.174153,0.034265,0.112405,-0.078731,-0.077685,-0.011024,0.102153,0.006302,-0.097550,0.176714
0.158222,0.058102,-0.153755,-0.145528,-0.119735,-0.020880,0.132957,-0.082098,0.077551,-0.135826
0.086813,0.119378,0.046142,0.080034,0.040846,0.072422,-0.002204,-0.047439,-0.158741,-0.019098
0.000724,-0.071325,-0.258267,0.088066,-0.160177,-0.051394,-0.003846,-0.036854,0.002663,-0.059776
0.014273,0.077237,-0.081079,0.000883,-0.169408,0.112596,0.013770,-0.050502,-0.104139,-0.001249
0.049342,-0.161029,-0.055570,0.030564,-0.080282,0.043325,-0.054764,-0.077439,0.003330,0.058233
-0.212729,-0.057490,-0.114127,-0.088389,-0.296461,0.025786,-0.001807,-0.233062,-0.211956,-0.203134
-0.144640,-0.092927,-0.239894,-0.082747,-0.321411,-0.142679,0.027433,-0.048889,0.018612,-0.175060
0.117997,-0.052351,-0.246577,0.081021,-0.324925,-0.085502,0.177138,-0.007677,-0.141984,-0.092894
-0.016006,0.084137,-0.322887,-0.051232,-0.324695,0.088622,0.236840,-0.336106,0.099709,-0.329007
-0.134940,-0.079194,-0.247944,0.042505,-0.325715,-0.086224,0.232358,-0.123636,0.018707,-0.175099
-0.071030,0.211869,-0.114059,-0.121789,-0.241192,-0.253277,0.024910,0.023618,0.003516,-0.134173
-0.071191,0.113867,-0.260278,-0.079469,-0.271466,0.005287,0.005652,-0.175819,-0.152062,-0.301824
-0.021411,-0.271921,-0.087243,-0.136629,-0.328266,-0.169950,-0.201584,-0.166247,-0.164800,-0.262439
-0.199885,-0.222584,0.053695,-0.141328,-0.328554,0.073313,0.137941,-0.068475,-0.033400,-0.333785
-0.189079,-0.193519,-0.286938,-0.116970,-0.331522,0.028679,0.166550,0.000996,-0.104154,-0.235943
0.059106,0.062660,-0.250359,0.048352,-0.267737,-0.045230,0.162018,0.003421,-0.186181,-0.307884
-0.121092,0.054836,-0.142815,-0.079852,-0.243509,-0.092083,-0.005716,-0.021532,-0.205499,-0.046517
0.020398,-0.096083,-0.251995,-0.116219,-0.295614,0.055198,0.238282,0.078802,-0.165383,-0.257616
0.081537,-0.121619,-0.061884,0.079152,-0.024553,-0.052012,0.014232,-0.028756,-0.069274,-0.017406
-0.068604,0.058078,0.093973,0.097626,-0.081154,-0.031302,-0.101773,-0.083619,-0.031522,-0.295120
-0.025087,-0.031012,0.037755,-0.050111,0.035173,0.027486,0.050469,-0.074634,-0.023436,0.032899
-0.055634,0.018789,0.026327,-0.097463,-0.093423,0.105523,0.068474,0.024013,0.013571,0.004146
-0.108587,0.012034,-0.125845,-0.049733,-0.104600,0.155185,-0.124048,-0.005877,0.143793,0.037963
-0.000074,-0.175046,0.151966,-0.076665,-0.196145,-0.011253,0.073342,-0.062637,-0.039366,0.119031
0.010306,0.191593,-0.059755,-0.024446,-0.029167,0.107582,0.076423,0.019183,-0.008781,0.037506
-0.066369,0.019396,0.052797,0.068150,0.143595,-0.054333,0.060586,0.012687,-0.031972,0.082227
0.012396,0.071145,0.015039,-0.157312,-0.016563,-0.014716,0.011250,0.011292,-0.026574,-0.096375
0.196139,0.069128,0.043761,-0.033694,-0.196778,-0.169057,0.024538,0.004647,-0.088631,-0.192192
0.187273,0.031842,-0.026786,-0.131716,-0.162093,0.137687,-0.083317,-0.027640,0.185360,-0.144294
-0.183866,0.111868,0.099690,-0.186663,-0.071832,-0.050336,0.167714,-0.090493,0.053325,-0.102820
-0.306820,-0.108168,-0.171982,-0.148150,-0.195430,-0.006280,0.099861,0.108966,-0.083477,-0.110347
-0.074092,-0.047647,-0.156559,0.057184,-0.321161,-0.259347,0.078783,-0.124517,0.152477,-0.045412
-0.069040,-0.084496,-0.026197,-0.244577,-0.326622,-0.191276,0.282519,-0.112314,-0.118320,-0.154435
-0.228534,-0.188546,-0.034703,-0.320307,-0.321753,-0.146645,0.098613,-0.171739,-0.021093,-0.053394
-0.321645,-0.333437,-0.085597,-0.311627,-0.321953,-0.119691,0.284274,-0.106062,-0.261922,-0.217854
-0.319620,-0.255479,-0.051776,-0.321475,-0.327814,-0.279701,0.141584,-0.150416,-0.250401,-0.257269
-0.234651,-0.185596,-0.139486,-0.168245,-0.322406,-0.323126,0.252671,-0.064067,-0.179617,-0.291780
-0.320147,0.078646,-0.134940,-0.091910,-0.322401,-0.328629,0.126746,-0.026634,-0.324617,-0.262269
-0.321715,0.184638,-0.152669,-0.081930,-0.323399,-0.323192,0.138639,-0.086149,-0.321214,-0.296694
-0.322063,0.158088,-0.100331,-0.217617,-0.321558,-0.321539,0.036468,-0.172985,-0.322756,-0.322735
-0.321255,0.054536,-0.321952,-0.321135,-0.322124,-0.255900,0.083563,-0.119554,-0.324206,-0.320814
-0.320946,-0.061766,-0.133048,-0.321854,-0.322960,-0.251979,0.069608,-0.190415,-0.321864,-0.323786
-0.321453,-0.124823,-0.256832,-0.327754,-0.322225,-0.163651,0.227151,-0.031071,-0.149330,-0.322733
-0.321166,-0.321103,-0.222567,-0.265825,-0.261398,-0.089511,0.060569,-0.073087,-0.320779,-0.322770
-0.321275,-0.160779,-0.320968,-0.140291,-0.187758,-0.144755,0.172137,-0.117723,-0.320771,-0.325678
-0.211615,-0.184688,-0.156827,0.037295,-0.321550,-0.183638,0.254954,0.071372,-0.231803,-0.115315
-0.261817,-0.123155,-0.309371,-0.102453,-0.253793,-0.272920,0.282724,0.124176,-0.278444,-0.176191
-0.196007,-0.205551,-0.205975,-0.097273,-0.194276,-0.103711,0.081834,-0.091571,-0.062370,-0.248711
-0.136494,-0.227061,-0.085049,-0.133947,-0.235002,-0.331692,0.195610,-0.004122,0.004584,0.022596
-0.013986,-0.041844,0.224858,-0.035812,-0.113484,-0.082588,0.056942,0.099762,-0.010806,-0.079598
0.049122,-0.067512,-0.017714,-0.108116,-0.016806,-0.026906,-0.013538,0.114853,-0.018533,-0.082788
-0.064639,-0.003545,0.156351,0.058675,0.007489,0.060320,0.186738,-0.031543,0.074998,0.001814
0.005143,0.056216,0.046538,0.048932,0.063400,-0.004336,0.037445,-0.078498,0.084571,0.013733
0.131389,-0.037801,-0.017104,-0.037539,0.049481,0.002080,0.155063,0.062222,0.122764,0.031580
-0.090477,0.055926,-0.021350,-0.007020,-0.123166,0.035132,0.037622,0.043788,-0.075774,-0.129686
-0.168514,0.043383,0.105900,-0.052039,-0.021748,0.069021,0.019658,-0.147479,-0.147735,-0.095859
-0.002371,-0.128611,-0.020727,-0.092437,-0.194200,-0.158856,-0.004567,-0.006432,0.021831,-0.241507
-0.092292,-0.009387,-0.028649,0.050371,-0.103652,-0.097624,-0.102649,-0.062731,-0.075470,-0.038422
-0.232440,-0.194612,-0.082088,-0.072575,-0.214128,-0.200771,0.185149,-0.023834,-0.050932,-0.040934
-0.142290,-0.130660,-0.081991,0.078456,-0.320431,-0.292926,0.165515,-0.275881,-0.045752,-0.207460
-0.045717,-0.322827,0.166207,0.034797,-0.326036,-0.203385,0.053798,-0.127570,-0.137250,-0.115163
-0.323086,-0.110807,0.141888,0.010343,-0.321406,-0.321875,0.192044,-0.214075,-0.320659,-0.321937
-0.250924,-0.281314,0.172710,-0.116166,-0.322019,-0.321460,0.085888,-0.316427,-0.323413,-0.319037
-0.107138,-0.325482,0.087875,0.001136,-0.323634,-0.321746,0.129390,-0.322912,-0.324375,-0.322559
-0.069515,-0.236254,0.133210,0.057427,-0.322153,-0.216707,-0.060508,-0.302985,-0.322181,-0.321259
-0.150068,-0.324446,0.102385,0.055998,-0.323808,-0.161978,-0.019539,-0.277449,-0.321875,-0.322269
-0.188400,-0.142981,0.052234,0.208724,-0.323275,-0.192227,0.111648,-0.185326,-0.323089,-0.320894
-0.176438,0.035247,0.034559,0.103559,-0.322273,-0.131510,0.029167,-0.189856,-0.321685,-0.323316
-0.174605,-0.164498,-0.011590,0.095872,-0.321001,-0.184494,0.090392,-0.303624,-0.322259,-0.321785
-0.111699,-0.206658,-0.227452,0.166183,-0.322266,-0.220034,0.049418,-0.292218,-0.323701,-0.320242
-0.230588,-0.316445,-0.127284,0.022777,-0.304455,-0.126099,0.171217,-0.161800,-0.321386,-0.320700
-0.317033,-0.321657,-0.221587,0.002466,-0.131278,-0.216964,0.222431,-0.196653,-0.321505,-0.203188
-0.283587,-0.299179,-0.086001,0.063061,-0.179319,0.060767,0.195456,-0.133253,-0.289226,-0.175064
-0.141874,-0.184719,-0.170711,-0.292455,-0.155414,-0.022643,0.283416,-0.098869,0.056120,-0.212274
-0.323470,-0.324339,-0.178557,-0.188278,-0.082078,0.062758,0.280422,0.026076,-0.115571,-0.208861
-0.177130,-0.321698,-0.214987,-0.323553,-0.122765,-0.162563,0.283283,-0.029228,0.007979,-0.073698
-0.166518,-0.284796,-0.137335,-0.073368,-0.099394,-0.078724,0.282046,-0.026844,0.101209,-0.141550
